category;dataset;variable;period;scenario;sub_period;start_year;end_year;attribute;focal;variable_long;unit;path;valid
lulc;geostat25;cl20;present;NA;2004_2009;2004;2009;NA;400;sealed railway areas;percentage cover;./lulc/geostat25/present/2004_2009/cl20/lulc_geostat25_present_2004_2009_cl20_400.tif;yes
lulc;geostat25;cl20;present;NA;2004_2009;2004;2009;NA;4000;sealed railway areas;percentage cover;./lulc/geostat25/present/2004_2009/cl20/lulc_geostat25_present_2004_2009_cl20_4000.tif;yes
lulc;geostat25;cl20;present;NA;2004_2009;2004;2009;NA;50;sealed railway areas;percentage cover;./lulc/geostat25/present/2004_2009/cl20/lulc_geostat25_present_2004_2009_cl20_50.tif;yes
lulc;geostat25;cl20;present;NA;2004_2009;2004;2009;NA;500;sealed railway areas;percentage cover;./lulc/geostat25/present/2004_2009/cl20/lulc_geostat25_present_2004_2009_cl20_500.tif;yes
lulc;geostat25;cl20;present;NA;2004_2009;2004;2009;NA;5000;sealed railway areas;percentage cover;./lulc/geostat25/present/2004_2009/cl20/lulc_geostat25_present_2004_2009_cl20_5000.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;300;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_300.tif;yes
lulc;geostat25;cl20;present;NA;2004_2009;2004;2009;NA;1000;sealed railway areas;percentage cover;./lulc/geostat25/present/2004_2009/cl20/lulc_geostat25_present_2004_2009_cl20_1000.tif;yes
lulc;geostat25;cl20;present;NA;2004_2009;2004;2009;NA;1500;sealed railway areas;percentage cover;./lulc/geostat25/present/2004_2009/cl20/lulc_geostat25_present_2004_2009_cl20_1500.tif;yes
lulc;geostat25;cl20;present;NA;2004_2009;2004;2009;NA;200;sealed railway areas;percentage cover;./lulc/geostat25/present/2004_2009/cl20/lulc_geostat25_present_2004_2009_cl20_200.tif;yes
lulc;geostat25;cl20;present;NA;2004_2009;2004;2009;NA;2000;sealed railway areas;percentage cover;./lulc/geostat25/present/2004_2009/cl20/lulc_geostat25_present_2004_2009_cl20_2000.tif;yes
lulc;geostat25;cl20;present;NA;1992_1997;1992;1997;NA;NA;sealed railway areas;percentage cover;./lulc/geostat25/present/1992_1997/cl20/lulc_geostat25_present_1992_1997_cl20.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;200;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_200.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;100;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_100.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;1000;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_1000.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;1500;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_1500.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;3000;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_3000.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;2000;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_2000.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;25;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_25.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;50;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_50.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;500;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_500.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;400;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_400.tif;yes
lulc;geostat25;cl20;present;NA;2013_2018;2013;2018;NA;4000;sealed railway areas;percentage cover;./lulc/geostat25/present/2013_2018/cl20/lulc_geostat25_present_2013_2018_cl20_4000.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;NA;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;100;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_100.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;NA;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;NA;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;1000;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_1000.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;1500;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_1500.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;200;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_200.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;2000;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_2000.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;25;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_25.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;300;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_300.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;3000;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_3000.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;400;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_400.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;4000;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_4000.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;50;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_50.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;500;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_500.tif;yes
lulc;geostat25;cl21;present;NA;1992_1997;1992;1997;NA;5000;green railway environs;percentage cover;./lulc/geostat25/present/1992_1997/cl21/lulc_geostat25_present_1992_1997_cl21_5000.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;5000;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_5000.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;300;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_300.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;3000;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_3000.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;400;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_400.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;4000;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_4000.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;50;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_50.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;500;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_500.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;5000;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_5000.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;100;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_100.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;1000;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_1000.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;1500;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_1500.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;200;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_200.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;2000;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_2000.tif;yes
lulc;geostat25;cl21;present;NA;2004_2009;2004;2009;NA;25;green railway environs;percentage cover;./lulc/geostat25/present/2004_2009/cl21/lulc_geostat25_present_2004_2009_cl21_25.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;200;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_200.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;100;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_100.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;1000;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_1000.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;1500;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_1500.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;3000;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_3000.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;2000;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_2000.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;25;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_25.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;300;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_300.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;500;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_500.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;400;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_400.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;4000;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_4000.tif;yes
lulc;geostat25;cl21;present;NA;2013_2018;2013;2018;NA;50;green railway environs;percentage cover;./lulc/geostat25/present/2013_2018/cl21/lulc_geostat25_present_2013_2018_cl21_50.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;100;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_100.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;25;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_25.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;1000;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_1000.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;1500;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_1500.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;200;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_200.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;2000;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_2000.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;25;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_25.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;300;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_300.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;NA;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;100;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_100.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;1000;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_1000.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;1500;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_1500.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;200;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_200.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;2000;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_2000.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;NA;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;NA;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;100;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_100.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;1000;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_1000.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;1500;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_1500.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;200;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_200.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;2000;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_2000.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;25;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_25.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;3000;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_3000.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;400;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_400.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;4000;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_4000.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;50;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_50.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;500;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_500.tif;yes
lulc;geostat25;cl22;present;NA;1992_1997;1992;1997;NA;5000;airports;percentage cover;./lulc/geostat25/present/1992_1997/cl22/lulc_geostat25_present_1992_1997_cl22_5000.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;5000;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_5000.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;300;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_300.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;3000;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_3000.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;400;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_400.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;4000;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_4000.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;50;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_50.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;500;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_500.tif;yes
lulc;geostat25;cl22;present;NA;2004_2009;2004;2009;NA;5000;airports;percentage cover;./lulc/geostat25/present/2004_2009/cl22/lulc_geostat25_present_2004_2009_cl22_5000.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;300;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_300.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;3000;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_3000.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;400;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_400.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;4000;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_4000.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;50;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_50.tif;yes
lulc;geostat25;cl22;present;NA;2013_2018;2013;2018;NA;500;airports;percentage cover;./lulc/geostat25/present/2013_2018/cl22/lulc_geostat25_present_2013_2018_cl22_500.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;100;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_100.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;1000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_1000.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;1500;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_1500.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;200;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_200.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;2000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_2000.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;25;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_25.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;300;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_300.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;3000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_3000.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;400;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_400.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;4000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_4000.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;50;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_50.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;500;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_500.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;5000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23_5000.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;25;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_25.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;300;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_300.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;3000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_3000.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;400;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_400.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;4000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_4000.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;50;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_50.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;500;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_500.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;NA;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;100;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_100.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;1000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_1000.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;1500;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_1500.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;200;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_200.tif;yes
lulc;geostat25;cl23;present;NA;2004_2009;2004;2009;NA;2000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2004_2009/cl23/lulc_geostat25_present_2004_2009_cl23_2000.tif;yes
lulc;geostat25;cl23;present;NA;1992_1997;1992;1997;NA;NA;airfields, green airport environs;percentage cover;./lulc/geostat25/present/1992_1997/cl23/lulc_geostat25_present_1992_1997_cl23.tif;yes
lulc;geostat25;cl23;present;NA;2013_2018;2013;2018;NA;NA;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2013_2018/cl23/lulc_geostat25_present_2013_2018_cl23.tif;yes
lulc;geostat25;cl23;present;NA;2013_2018;2013;2018;NA;100;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2013_2018/cl23/lulc_geostat25_present_2013_2018_cl23_100.tif;yes
lulc;geostat25;cl23;present;NA;2013_2018;2013;2018;NA;1000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2013_2018/cl23/lulc_geostat25_present_2013_2018_cl23_1000.tif;yes
lulc;geostat25;cl23;present;NA;2013_2018;2013;2018;NA;1500;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2013_2018/cl23/lulc_geostat25_present_2013_2018_cl23_1500.tif;yes
lulc;geostat25;cl23;present;NA;2013_2018;2013;2018;NA;200;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2013_2018/cl23/lulc_geostat25_present_2013_2018_cl23_200.tif;yes
lulc;geostat25;cl23;present;NA;2013_2018;2013;2018;NA;2000;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2013_2018/cl23/lulc_geostat25_present_2013_2018_cl23_2000.tif;yes
lulc;geostat25;cl23;present;NA;2013_2018;2013;2018;NA;25;airfields, green airport environs;percentage cover;./lulc/geostat25/present/2013_2018/cl23/lulc_geostat25_present_2013_2018_cl23_25.tif;yes
